source_id,p,p_er,theta,theta_er,q,q_er,u,u_er,Rmag,exposure,airmass,N0,N1,N2,N3,sN0,sN1,sN2,sN3,bgr0,bgr1,bgr2,bgr3,inner_aperture0,inner_aperture1,inner_aperture2,inner_aperture3,apert0,apert1,apert2,apert3
IT_1621-0143699,0.0212,0.00144,-0.4191,0.0341,0.01418,0.00137,-0.01576,0.0015,14.58,534,1.252,956942,924456,964553,935509,1998,1994,1845,1833,4176.4,4199.2,4199.4,4167.8,17.09,17.09,15.41,15.41,3.62,3.62,3.27,3.27
IT_1624-0141479,0.02208,0.00193,-0.3653,0.044,0.01645,0.0019,-0.01474,0.00197,15.25,570,1.387,419411,405993,416671,402295,1140,1160,1042,1156,1676.7,1790.2,1435.8,2004.5,14.72,14.72,13.92,13.92,3.71,3.71,3.51,3.51
IT_1623-0140989,0.0149,0.00192,-0.4146,0.0653,0.01007,0.00189,-0.01099,0.00195,15.1,489,1.358,452015,440847,436445,426801,1255,1213,1133,1168,1394.6,1280,1268.1,1404.7,17.94,17.94,16.46,16.46,3.75,3.75,3.44,3.44
IT_1611-0128435,0.02427,0.00142,-0.5854,0.0294,0.00945,0.00139,-0.02236,0.00143,13.67,135,1.467,597318,569456,591785,579418,1191,1168,1166,1142,1200.8,1161.4,1217,1148.3,16.64,16.64,16.04,16.04,3.75,3.75,3.61,3.61
IT_1625-0144018,0.01431,0.00178,-0.7134,0.0627,0.00205,0.00178,-0.01416,0.00178,15.1,489,1.287,509279,493549,486071,483009,1230,1285,1223,1211,1282.4,1481.9,1403.9,1367.6,17.71,17.71,17.04,17.04,3.72,3.72,3.58,3.58
IT_1614-0127996,0.02134,0.00153,-0.4974,0.0361,0.01162,0.00149,-0.0179,0.00155,13.22,96,1.34,486418,467891,470455,458629,1043,1054,989,966,1204.4,1287.1,1289.6,1204.1,14.37,14.37,12.84,12.84,3.89,3.89,3.48,3.48
IT_1626-0144502,0.0187,0.00193,-0.6373,0.052,0.00546,0.0019,-0.01789,0.00193,14.74,228,1.287,380418,365925,371431,366585,1025,1014,995,993,806.5,796.1,798,799.3,18.19,18.19,17.61,17.61,3.68,3.68,3.56,3.56
IT_1613-0127369,0.00658,0.00141,-0.1519,0.1106,0.00628,0.00141,-0.00197,0.00145,13.54,120,1.276,502239,498755,503928,496541,1033,1025,1001,987,1166.2,1137.7,1174.4,1125.6,14.17,14.17,13.32,13.32,3.83,3.83,3.6,3.6
IT_1611-0128464,0.02368,0.00146,-0.5633,0.0309,0.01018,0.00145,-0.02138,0.00146,13.73,141,1.678,556821,531901,534108,522192,1138,1113,1095,1068,1227.8,1178.3,1247.5,1160.4,15.67,15.67,14.82,14.82,3.63,3.63,3.43,3.43
IT_1626-0144289,0.01492,0.00191,-0.4159,0.0648,0.01005,0.00179,-0.01103,0.00201,15,444,1.259,446461,435392,450285,440348,1304,1202,1046,1197,2352.9,1893.5,1657.3,2558.9,14.83,14.83,12.75,12.75,3.72,3.72,3.2,3.2
IT_1616-0131762,0.01236,0.00099,-0.4676,0.0403,0.00734,0.00099,-0.00995,0.00099,13.08,90,1.314,886265,866215,867555,853025,1229,1235,1213,1189,1202,1269.1,1282,1191.8,14.65,14.65,13.97,13.97,3.67,3.67,3.5,3.5
IT_1626-0143763,0.01074,0.00137,-0.4074,0.0644,0.00737,0.00133,-0.00782,0.0014,14.47,636,1.264,790238,775598,758314,745565,1493,1597,1414,1425,1844,2274.1,2024.1,2097.5,17.69,17.69,15.81,15.81,3.54,3.54,3.16,3.16
IT_1625-0143848,0.016,0.00133,-0.6685,0.0417,0.00371,0.00121,-0.01556,0.00133,14.28,322,1.351,922297,891314,920899,912075,1713,1705,1571,1563,2972.8,2978.7,2988.5,2962.9,16.54,16.54,14.59,14.59,3.58,3.58,3.16,3.16
IT_1627-0145404,0.02581,0.00304,-0.6977,0.0594,0.0045,0.00309,-0.02542,0.00304,15.69,894,1.361,374637,354977,357837,353844,1587,1549,1572,1535,1447,1378.9,1446,1369.7,23.54,23.54,23.41,23.41,3.58,3.58,3.56,3.56
IT_1620-0139695,0.02275,0.00196,-0.4596,0.0433,0.0138,0.00201,-0.01809,0.00193,15.2,540,1.391,449186,431898,433937,421191,1215,1191,1170,1262,1499,1440.9,1300.8,1630.8,16.66,16.66,17.02,17.02,3.86,3.86,3.94,3.94
IT_1614-0126913,0.00415,0.0005,-0.2001,0.0602,0.00383,0.0005,-0.00162,0.00049,10.51,84,1.487,2843918,2826107,2776503,2749252,1973,1988,1941,1931,2337.1,2502.9,2428.3,2404.7,13.66,13.66,13.05,13.05,3.26,3.26,3.12,3.12
IT_1627-0144744,0.01455,0.00085,-0.4736,0.0294,0.0085,0.00081,-0.01181,0.00087,14.25,504,1.388,1524388,1484288,1531193,1502063,1865,1856,1738,1726,2697,2706.3,2715.8,2690.6,17.07,17.07,15.01,15.01,3.65,3.65,3.21,3.21
IT_1624-0141577,0.02311,0.00213,-0.2816,0.0464,0.01954,0.00211,-0.01234,0.00219,15.45,699,1.369,439512,427505,430074,412673,1221,1447,1193,1311,1876.6,2974.7,2095.5,2759.1,15.17,15.17,14.02,14.02,3.72,3.72,3.44,3.44
IT_1614-0127075,0.00366,0.00038,-0.4555,0.0521,0.00224,0.00039,-0.00289,0.00037,9.86,78,1.413,4929855,4886407,4984833,4951523,2590,2605,2717,2708,2314.1,2470.8,2383.2,2366.2,17.56,17.56,19.83,19.83,2.5,2.5,2.83,2.83
IT_1624-0141635,0.02557,0.00095,-0.5151,0.0186,0.01316,0.0009,-0.02192,0.00097,14.6,800,1.539,1480635,1412824,1473211,1431765,1989,1989,1851,1831,3277.2,3365.5,3362.2,3302.4,17.42,17.42,15.44,15.44,4.02,4.02,3.56,3.56
IT_1619-0138694,0.01978,0.00101,-0.4899,0.0255,0.01102,0.00097,-0.01643,0.00102,14.59,594,1.261,1252592,1208457,1246228,1216366,1776,1784,1697,1668,2455.8,2550.8,2558.8,2456.6,17.61,17.61,16.11,16.11,3.53,3.53,3.23,3.23
IT_1622-0145204,0.02291,0.00105,-0.5661,0.0229,0.00973,0.00098,-0.02074,0.00107,14.6,600,1.422,1123458,1074541,1141514,1117034,1661,1655,1568,1551,2439.5,2480.5,2484.6,2433.1,16.48,16.48,14.77,14.77,3.89,3.89,3.48,3.48
IT_1612-0127560,0.01386,0.00035,-0.3415,0.0125,0.01075,0.00035,-0.00875,0.00034,9.39,39,1.337,4995819,4893695,4853739,4740001,2413,2392,2380,2345,1186.1,1184.8,1223.4,1146.2,16.8,16.8,16.4,16.4,3.25,3.25,3.17,3.17
IT_1626-0143898,0.01877,0.00194,-0.4541,0.0519,0.01155,0.00186,-0.0148,0.00198,15.64,849,1.28522475,400122,387261,383117,373542,1121,1084,1011,979,1518.9,1399.2,1519.1,1389.4,15.21,15.21,13.26,13.26,3.7,3.7,3.22,3.22
IT_1612-0128444,0.01706,0.00123,-0.4772,0.0362,0.00986,0.00121,-0.01392,0.00124,13.54,120,1.275,641444,621956,642187,628252,1119,1102,1093,1076,1169.5,1136.4,1176.1,1126.2,14.68,14.68,13.97,13.97,3.86,3.86,3.67,3.67
IT_1614-0126945,0.0136,0.00168,-0.4895,0.0624,0.00759,0.0017,-0.01129,0.00167,13.07,87,1.644,645912,629570,651720,640484,1473,1536,1573,1538,1235.3,1403,1352.3,1279.1,21.72,21.72,22.6,22.6,3.61,3.61,3.75,3.75
IT_1627-0144460,0.01913,0.0015,-0.4918,0.0394,0.0106,0.00144,-0.01593,0.00153,14.38,243,1.262,471715,455534,484073,472869,1006,997,980,973,1131.4,1128.2,1131.4,1125.6,14.06,14.06,13.26,13.26,3.82,3.82,3.6,3.6
IT_1619-0138272,0.02428,0.00168,-0.4351,0.0347,0.01565,0.00164,-0.01856,0.0017,14.13,130,1.248,355478,341479,358446,346628,844,835,824,816,746.5,745.1,743.7,743.1,14.09,14.09,13.4,13.4,3.89,3.89,3.7,3.7
IT_1627-0145758,0.02196,0.00149,-0.4854,0.034,0.0124,0.0014,-0.01813,0.00153,14.28,148,1.341,459771,442061,470463,457921,978,969,927,917,780.5,781.3,785.1,775.9,16.07,16.07,14.3,14.3,3.58,3.58,3.18,3.18
IT_1610-0129791,0.02203,0.00117,-0.5334,0.0266,0.01064,0.00116,-0.01929,0.00117,11.3,45,1.379,682666,654830,646540,631529,1107,1111,1058,1046,1179,1260.7,1232.4,1206,13.83,13.83,12.69,12.69,3.95,3.95,3.62,3.62
IT_1616-0132151,0.0241,0.00119,-0.4947,0.0246,0.01323,0.00118,-0.02014,0.00119,13.22,96,1.339,686355,657262,653898,635409,1130,1134,1086,1060,1206.6,1284.2,1292.4,1201,14.25,14.25,13.05,13.05,3.76,3.76,3.44,3.44
IT_1628-0143449,0.01348,0.00193,-0.3596,0.0727,0.01014,0.00188,-0.00888,0.00199,15.14,340,1.262,315809,309318,311710,304778,891,872,803,839,1013.6,954.8,892.7,1074.2,14,14,12.51,12.51,4.33,4.33,3.87,3.87
IT_1616-0131664,0.01653,0.00151,-0.4624,0.0459,0.00995,0.00149,-0.0132,0.00152,13.77,144,1.243,555671,539510,540391,528565,1181,1176,1122,1131,1179.2,1185.8,1155.1,1206.7,16.95,16.95,15.92,15.92,3.67,3.67,3.44,3.44
IT_1616-0132249,0.02216,0.00145,-0.5156,0.0328,0.01139,0.00135,-0.01901,0.00149,13.31,102,1.493,531139,509783,545042,531591,1087,1100,1041,1013,1257.3,1354.1,1359.9,1249.1,14.62,14.62,12.88,12.88,3.68,3.68,3.24,3.24
IT_1612-0128556,0.01647,0.00115,-0.5165,0.0349,0.00843,0.00111,-0.01414,0.00116,13.51,120,1.253,694154,672768,697225,684047,1128,1111,1097,1081,1157.8,1128.6,1168.5,1119.6,14.36,14.36,13.44,13.44,3.85,3.85,3.6,3.6
IT_1627-0144633,0.02306,0.00231,-0.4039,0.0505,0.01594,0.00222,-0.01667,0.0024,15.35,630,1.311,412198,397483,441945,427134,1307,1431,1277,1442,1667,2120.8,1585.7,2207.8,17.66,17.66,17.36,17.36,3.9,3.9,3.84,3.84
IT_1630-0130323,0.01265,0.00105,-0.3049,0.0415,0.01037,0.00103,-0.00725,0.00107,12.91,81,1.271,709778,697447,700688,684783,1068,1062,1016,1008,1088.8,1090.6,1087.3,1086.3,12.87,12.87,11.35,11.35,3.95,3.95,3.49,3.49
IT_1629-0138913,0.01109,0.00134,-0.4781,0.0608,0.0064,0.00127,-0.00906,0.00137,14.72,448,1.518,756111,740300,767981,756541,1450,1449,1368,1362,1633.5,1646.5,1639.5,1635.1,18.13,18.13,16.5,16.5,3.29,3.29,3,3
IT_1614-0126651,0.0177,0.00119,-0.4573,0.0336,0.0108,0.00115,-0.01402,0.0012,13.51,120,1.262,681977,661118,693780,677454,1151,1135,1128,1111,1162.9,1133.8,1164.9,1124.1,15.08,15.08,14.33,14.33,3.82,3.82,3.63,3.63
IT_1625-0144183,0.01439,0.00217,-0.5751,0.0766,0.00588,0.00198,-0.01313,0.00221,15.62,831,1.363,386937,375762,401185,395622,1195,1183,1133,1100,1449.7,1425.5,1474.9,1360.9,17.03,17.03,15.64,15.64,3.85,3.85,3.54,3.54
IT_1612-0128693,0.00491,0.00036,-0.1729,0.0363,0.00462,0.00036,-0.00166,0.00035,9.63,39,1.382,4491797,4463336,4487487,4436411,2238,2242,2250,2240,1152.5,1257.1,1189.7,1199.6,13.64,13.64,14.15,14.15,2.58,2.58,2.68,2.68
IT_1621-0143472,0.01903,0.00097,-0.5031,0.0256,0.01018,0.00093,-0.01607,0.00099,14.58,730,1.253,1577344,1522842,1557627,1522860,2163,2161,2036,2016,3894,3955.6,3962.1,3894.1,17.82,17.82,16.27,16.27,3.56,3.56,3.25,3.25
IT_1626-0144489,0.00801,0.00168,-0.1711,0.1079,0.00754,0.00165,-0.00269,0.0019,14.22,140,1.309,394269,390969,405901,398939,1055,1052,940,934,771.1,768.4,772,767.3,19.17,19.17,15.88,15.88,4.04,4.04,3.35,3.35
IT_1616-0132049,0.01859,0.0015,-0.3997,0.0405,0.01296,0.00145,-0.01333,0.00154,13.68,135,1.499,539018,523254,560387,544839,1171,1150,1147,1122,1212.6,1164.7,1222.5,1155.9,16.66,16.66,15.88,15.88,3.8,3.8,3.62,3.62
IT_1619-0138253,0.02516,0.00041,-0.4281,0.0081,0.01649,0.00041,-0.01901,0.00041,9.97,42,1.429,3515779,3374339,3484846,3364344,2004,1980,1992,1962,1159.6,1265.9,1208.5,1207.9,13.41,13.41,12.96,12.96,2.84,2.84,2.75,2.75
IT_1614-0127417,0.01402,0.00061,-0.4957,0.0216,0.00767,0.0006,-0.01173,0.00061,10.51,42,1.488,1722819,1677714,1685099,1655763,1467,1465,1418,1408,1161,1263.4,1205.7,1214.8,12.47,12.47,10.71,10.71,3.67,3.67,3.15,3.15
IT_1622-0144725,0.01667,0.00283,-0.5514,0.0865,0.00752,0.00278,-0.01488,0.00284,15.14,510,1.64,404056,391018,401729,394857,1596,1597,1562,1569,1223.6,1233.8,1218.1,1233.9,25.29,25.29,24.81,24.81,3.41,3.41,3.35,3.35
IT_1616-0131829,0.01218,0.00143,-0.4779,0.0594,0.00703,0.00144,-0.00995,0.00143,13.73,141,1.673,540780,528505,514887,506580,1093,1072,1046,1027,1261.1,1196.8,1258.1,1192.9,14.63,14.63,13.83,13.83,3.64,3.64,3.44,3.44
IT_1625-0143755,0.02413,0.00197,-0.5048,0.0409,0.01284,0.00183,-0.02043,0.00202,15.99,1227,1.266,370009,354122,381970,371460,1039,1028,980,966,1468.4,1452,1478,1436.3,14.15,14.15,12.8,12.8,3.9,3.9,3.53,3.53
IT_1627-0144920,0.01523,0.00205,-0.2903,0.0681,0.01274,0.00202,-0.00835,0.00212,15.28,588,1.484,400142,392311,394943,384159,1172,1201,1045,1172,1627.3,1757.2,1405.2,1992.6,15.64,15.64,14.34,14.34,3.9,3.9,3.58,3.58
IT_1625-0144013,0.02228,0.00297,-0.4673,0.0675,0.01324,0.0029,-0.01792,0.00301,15.16,346,1.263,282602,271824,292750,284470,1162,1195,1200,1165,876.5,949.6,928.2,868.9,21.62,21.62,21.75,21.75,3.42,3.42,3.44,3.44
IT_1628-0143622,0.0266,0.00251,-0.3519,0.0475,0.02028,0.00245,-0.01721,0.0026,15.36,636,1.409,391447,377046,421893,404226,1343,1477,1320,1521,1683.2,2148.4,1574.1,2277.8,18.29,18.29,18.28,18.28,3.86,3.86,3.86,3.86
IT_1624-0141727,0.02023,0.00185,-0.4161,0.0461,0.01362,0.00183,-0.01496,0.00187,15.17,525,1.309,438554,424325,423688,411391,1155,1125,1047,1114,1534,1439.9,1325.1,1638.8,15.48,15.48,14.48,14.48,4.15,4.15,3.88,3.88
IT_1629-0138276,0.01197,0.00106,-0.4174,0.0445,0.00803,0.00101,-0.00887,0.0011,14.6,600,1.381,1063892,1042032,1077729,1058205,1644,1637,1529,1517,2426.6,2427.1,2448.7,2416.5,16.53,16.53,14.57,14.57,3.85,3.85,3.39,3.39
IT_1615-0128326,0.02027,0.00137,-0.5327,0.0339,0.00981,0.0013,-0.01774,0.00139,13.33,105,1.523,573387,551736,566129,553898,1101,1113,1044,1016,1271.9,1367.6,1381.4,1261.4,14.42,14.42,12.62,12.62,3.68,3.68,3.22,3.22
IT_1627-0145009,0.01644,0.00263,-0.2939,0.0813,0.01369,0.00262,-0.00912,0.00265,15.36,636,1.387,396002,387653,366161,355488,1395,1540,1239,1421,1687.8,2160.8,1588.3,2264.5,19.04,19.04,17.22,17.22,4.03,4.03,3.64,3.64
IT_1607-0128814,0.00315,0.00036,-0.1476,0.0578,0.00301,0.00036,-0.00092,0.00036,9.39,39,1.331,4486891,4464816,4510935,4473979,2295,2289,2301,2283,1178.3,1174.3,1212.3,1141.2,16.38,16.38,16.21,16.21,3,3,2.96,2.96
IT_1627-0144749,0.02379,0.00142,-0.393,0.0299,0.01682,0.00137,-0.01683,0.00147,14.74,342,1.293,546650,526959,547026,527764,1118,1107,1047,1036,1209.7,1202,1215.1,1203.7,15.43,15.43,13.72,13.72,3.92,3.92,3.48,3.48
IT_1628-0142741,0.01467,0.00146,-0.4412,0.05,0.00932,0.00142,-0.01133,0.00148,14.74,342,1.388,496924,484309,487698,477631,1030,1023,972,968,1153.7,1148.6,1146.4,1152.5,14.24,14.24,12.91,12.91,3.85,3.85,3.49,3.49
IT_1624-0140516,0.02003,0.00156,-0.3557,0.039,0.01517,0.00153,-0.01308,0.00159,14.27,222,1.256,509788,495099,527466,510568,1132,1123,1129,1121,1129.5,1120.9,1122.1,1121.9,16.64,16.64,16.44,16.44,3.78,3.78,3.73,3.73
IT_1623-0141802,0.01988,0.00208,-0.4503,0.0528,0.01235,0.00198,-0.01558,0.00214,14.83,375,1.312,431221,416712,437306,425692,1216,1347,1188,1227,1330.5,1777.7,1474.3,1635.3,17.75,17.75,16.39,16.39,3.26,3.26,3.01,3.01
IT_1625-0144034,0.01281,0.00276,-0.9774,0.1114,-0.0048,0.00273,-0.01188,0.00277,15.68,885,1.295,392706,382323,370047,372789,1535,1499,1454,1418,1445.6,1372.9,1452.6,1364.5,22.67,22.67,21.47,21.47,3.61,3.61,3.42,3.42
IT_1622-0144876,0.02436,0.00204,-0.5382,0.0421,0.01156,0.00184,-0.02145,0.0021,14.93,414,1.256,458522,437928,437398,426455,1404,1256,1086,1160,1980.8,1491.8,1545.2,1915.6,17.52,17.52,14.12,14.12,4.12,4.12,3.32,3.32
IT_1625-0143438,0.01901,0.00215,-0.4457,0.0569,0.01194,0.00201,-0.01479,0.00223,15.63,840,1.401,386901,374493,373078,363466,1213,1191,1051,1040,1582,1521.9,1551.3,1524.1,16.67,16.67,13.99,13.99,3.67,3.67,3.08,3.08
IT_1624-0141323,0.02199,0.00201,-0.5443,0.046,0.0102,0.00196,-0.01949,0.00202,15.05,465,1.378,376772,361261,354698,346768,1061,1052,974,973,1196.3,1189.5,1189.5,1200.7,15.98,15.98,14.37,14.37,3.75,3.75,3.37,3.37
IT_1625-0144152,0.0215,0.00171,-0.5822,0.0399,0.0085,0.00157,-0.01975,0.00174,15.59,807,1.296,459954,440797,449459,440908,1112,1098,1000,974,1433.1,1410.5,1455.7,1344.6,14.94,14.94,12.6,12.6,3.68,3.68,3.1,3.1
IT_1613-0126933,0.01899,0.00159,-0.5583,0.042,0.00833,0.00157,-0.01707,0.0016,13.62,129,1.351,640115,616776,643682,631647,1430,1406,1426,1398,1184.2,1145.3,1193.5,1134,21.35,21.35,21.18,21.18,3.83,3.83,3.79,3.79
IT_1620-0139924,0.02387,0.00221,-0.5518,0.0465,0.01075,0.00209,-0.02131,0.00223,14.87,260,1.249759417,385362,368153,380599,371679,1274,1108,1104,1119,1422.8,987.8,1170.1,1228.2,18.59,18.59,17.02,17.02,4.06,4.06,3.72,3.72
IT_1611-0128401,0.02581,0.00166,-0.5779,0.0323,0.0104,0.00165,-0.02362,0.00167,13.68,135,1.499,489292,465291,473899,463113,1137,1114,1107,1083,1204.6,1162.6,1217.1,1149,16.45,16.45,15.87,15.87,3.79,3.79,3.66,3.66
IT_1624-0142615,0.00212,0.00043,-0.5129,0.1038,0.0011,0.00043,-0.00182,0.00043,11.45,2.5,1.269825781,3588472,3564524,3504694,3489252,2170,2164,2127,2124,1430.3,1430.3,1424.9,1429.4,17.71,17.71,16.98,16.98,3.16,3.16,3.03,3.03
IT_1625-0144238,0.01957,0.00208,-0.4144,0.0536,0.01322,0.00196,-0.01442,0.00218,14.97,286,1.294,356879,345682,370035,359579,1128,1039,947,1070,1551.4,1239.7,1114.5,1662.5,15.56,15.56,14,14,3.61,3.61,3.25,3.25
IT_1625-0143980,0.01351,0.00178,-0.3758,0.0667,0.00987,0.00171,-0.00923,0.00186,15.87,1080,1.359,399119,390646,389570,381107,1046,1034,931,930,1427.9,1399.7,1398.2,1420.2,14.19,14.19,12,12,3.82,3.82,3.23,3.23
IT_1621-0143135,0.01511,0.00142,-0.4031,0.0473,0.01046,0.00141,-0.01091,0.00143,14.53,282,1.267,479610,467831,465924,455268,964,957,919,913,1144,1136.4,1139,1141.2,12.85,12.85,11.84,11.84,3.85,3.85,3.55,3.55
IT_1616-0132391,0.02225,0.00051,-0.4209,0.0115,0.01482,0.00051,-0.0166,0.00052,10.13,42,1.44,2291685,2210163,2285905,2214232,1651,1637,1636,1615,1165.6,1261.2,1201.1,1219.2,12.5,12.5,11.7,11.7,3.03,3.03,2.84,2.84
IT_1628-0143276,0.01999,0.00222,-0.4904,0.0559,0.01112,0.00211,-0.01661,0.00226,15.24,376,1.308,294863,284364,290261,283245,919,933,817,894,1109.9,1183.6,963.6,1319.7,14.33,14.33,12.82,12.82,4,4,3.58,3.58
IT_1620-0139791,0.00676,0.00174,0.1059,0.1353,0.0066,0.00174,0.00142,0.0018,14.82,372,1.275,422425,422339,430882,424286,1096,1058,1058,1048,1373.5,1232,1315.3,1288.1,15.25,15.25,14.7,14.7,3.81,3.81,3.67,3.67
IT_1619-0138438,0.02573,0.00192,-0.4826,0.0375,0.01465,0.00183,-0.02115,0.00196,14.93,414,1.255,459068,438697,455530,441397,1315,1181,1116,1196,1970.5,1484.5,1519.9,1904.6,16.19,16.19,14.65,14.65,4.12,4.12,3.73,3.73
IT_1626-0144179,0.01995,0.00174,-0.5222,0.0438,0.01002,0.00157,-0.01725,0.00179,15.36,636,1.319,442520,426216,449229,439342,1102,1096,992,983,1261,1266.4,1274.2,1256.5,15.81,15.81,13.23,13.23,4.06,4.06,3.4,3.4
IT_1616-0131278,0.01884,0.00147,-0.5152,0.0391,0.0097,0.00146,-0.01616,0.00147,13.61,129,1.356,620522,598974,614440,601308,1276,1253,1270,1246,1189,1146.5,1196,1137.3,18.36,18.36,18.24,18.24,3.8,3.8,3.78,3.78
IT_1615-0129058,0.01997,0.00142,-0.515,0.0357,0.01028,0.00138,-0.01712,0.00143,13.23,99,1.354,554206,533941,561880,549226,1099,1108,1096,1068,1228.7,1301.3,1308.5,1209.4,14.82,14.82,14.22,14.22,3.75,3.75,3.6,3.6
IT_1626-0143517,0.02395,0.00178,-0.4664,0.0373,0.01427,0.00173,-0.01924,0.00181,15.25,570,1.349,449391,431114,441974,428590,1116,1132,1011,1112,1669.9,1784.3,1431.9,1993.1,14.07,14.07,13.03,13.03,3.7,3.7,3.43,3.43
IT_1623-0142135,0.02535,0.00191,-0.4451,0.0379,0.01595,0.00184,-0.01971,0.00196,15.16,519,1.277,405923,389057,417687,403676,1120,1088,1036,1097,1535.9,1440.3,1332,1627.7,15.06,15.06,14.27,14.27,4.05,4.05,3.84,3.84
IT_1626-0144375,0.01794,0.00173,-0.4207,0.0486,0.01196,0.00167,-0.01337,0.00178,14.97,858,1.313,715352,694385,738260,719221,1805,1742,1653,1788,3649.8,3356.9,3112.3,3867.2,16.78,16.78,16.14,16.14,3.77,3.77,3.63,3.63
IT_1625-0143724,0.02706,0.00181,-0.4338,0.0335,0.0175,0.00178,-0.02064,0.00183,15.93,1152,1.275,394301,377206,386578,372455,1002,999,960,947,1441.3,1469.5,1465.1,1436.8,13.29,13.29,12.38,12.38,3.85,3.85,3.59,3.59
IT_1614-0126794,0.01284,0.00068,-0.5047,0.0266,0.00683,0.00068,-0.01087,0.00068,10.31,42,1.267,1592829,1553849,1584959,1559986,1514,1514,1524,1511,1172.2,1237.2,1215.8,1188.8,15.62,15.62,15.76,15.76,4.09,4.09,4.12,4.12
IT_1624-0142719,0.01797,0.00198,-0.4399,0.0555,0.01145,0.00181,-0.01385,0.00209,15.49,726,1.257109226,383801,372178,398174,388297,1111,1118,1024,988,1367.9,1411.9,1448.2,1313.5,15.93,15.93,13.66,13.66,3.83,3.83,3.29,3.29
IT_1615-0129572,0.01907,0.00127,-0.4596,0.0334,0.01157,0.00125,-0.01516,0.00128,13.57,123,1.305,610558,590543,608256,593032,1097,1084,1069,1049,1177,1159.4,1193.5,1131.2,14.44,14.44,13.67,13.67,3.74,3.74,3.54,3.54
IT_1627-0144496,0.01556,0.00208,-0.3972,0.0677,0.0109,0.00201,-0.0111,0.00214,15.04,462,1.328,356997,348096,361098,352529,1082,1055,1014,1018,1291.5,1215.1,1235,1267.8,16.01,16.01,14.9,14.9,3.81,3.81,3.55,3.55
IT_1611-0128472,0.00181,0.00094,-0.0425,0.3165,0.0018,0.00094,-0.00015,0.00093,11.23,45,1.288,990383,987067,972269,966635,1288,1303,1287,1279,1177.9,1251.3,1232,1204.6,15.25,15.25,15.1,15.1,4.13,4.13,4.09,4.09
IT_1626-0144537,0.01537,0.00096,-0.4104,0.0313,0.01048,0.00092,-0.01125,0.00099,14.22,420,1.274,1404842,1369475,1410433,1378122,1943,1948,1820,1809,2333.2,2389,2368.9,2359.3,19.91,19.91,17.89,17.89,3.85,3.85,3.46,3.46
IT_1628-0143524,0.01055,0.00076,-0.359,0.0363,0.00795,0.00074,-0.00694,0.0008,14.66,1336,1.262,2178302,2141771,2210086,2170433,2483,2388,2204,2347,6116,5459.7,5085.4,6421.6,16.27,16.27,14.64,14.64,3.93,3.93,3.54,3.54
IT_1609-0129826,0.00604,0.00045,0.0644,0.0374,0.00599,0.00045,0.00078,0.00043,10.22,56,1.471,3573095,3567313,3498239,3448975,2185,2184,2225,2195,1577.2,1578.1,1656.6,1557.6,17.49,17.49,18.65,18.65,2.65,2.65,2.82,2.82
IT_1615-0129408,0.01963,0.00135,-0.4929,0.0346,0.01084,0.00133,-0.01637,0.00136,13.55,123,1.294,595102,574189,584422,570621,1135,1117,1097,1078,1173.3,1141.5,1183.6,1129.4,15.55,15.55,14.7,14.7,3.88,3.88,3.67,3.67
IT_1625-0144177,0.00351,0.00171,-0.0832,0.2905,0.00346,0.0017,-0.00058,0.00191,15.59,825,1.322,432730,430918,450836,446735,1171,1164,1095,1066,1449.4,1425.8,1471.7,1355,16.23,16.23,14.5,14.5,3.85,3.85,3.44,3.44
IT_1624-0141508,0.01714,0.00163,-0.4842,0.048,0.00971,0.00158,-0.01412,0.00166,15.16,519,1.276,517874,501931,513170,502186,1211,1182,1104,1166,1533,1446.5,1338.9,1628.1,15.89,15.89,14.74,14.74,3.99,3.99,3.71,3.71
IT_1621-0143266,0.01695,0.00197,-0.4588,0.0586,0.0103,0.00204,-0.01346,0.00192,15.2,540,1.411,471045,457136,459103,448750,1276,1251,1255,1359,1488.6,1425.7,1286.8,1611.9,17.64,17.64,18.55,18.55,3.78,3.78,3.98,3.98
IT_1623-0141731,0.02246,0.00218,-0.5503,0.0489,0.01018,0.00201,-0.02002,0.00223,14.96,426,1.276,400095,383208,401283,392327,1306,1162,1088,1169,1985.6,1470.1,1528.9,1904.5,16.35,16.35,14.55,14.55,4.04,4.04,3.59,3.59
IT_1628-0143323,0.01433,0.00062,-0.4254,0.0215,0.00945,0.0006,-0.01077,0.00063,14.27,1020,1.358,2740803,2674245,2702152,2645691,2458,2375,2198,2309,5433.1,4880.1,4531.2,5725,15.73,15.73,13.95,13.95,3.35,3.35,2.97,2.97
IT_1618-0136550,0.02034,0.00133,-0.4743,0.0328,0.01185,0.00127,-0.01653,0.00136,13.41,111,1.593,601482,580159,574458,559758,1130,1145,1033,1002,1303.9,1407.7,1427.7,1289.7,14.63,14.63,12.06,12.06,3.8,3.8,3.14,3.14
IT_1619-0138222,0.02831,0.00164,-0.4312,0.0291,0.01842,0.00162,-0.0215,0.00165,15.24,752,1.258,595206,568426,598282,575366,1348,1371,1282,1405,2213.7,2375.2,1953.6,2614,15.07,15.07,14.85,14.85,3.95,3.95,3.89,3.89
IT_1630-0130343,0.01867,0.00219,-0.5096,0.0591,0.00978,0.00204,-0.0159,0.00224,14.79,360,1.365149093,411435,397345,420956,411884,1343,1217,1229,1174,1816.6,1415.4,1706.6,1513.3,17.54,17.54,16.13,16.13,3.77,3.77,3.47,3.47
